home_team,away_team,batter_team,batter_name,pitcher_name,bb_type,bearing,plate_x,plate_z,pitch_mph,launch_speed,launch_angle,is_home_run
HOU,OAK,OAK,"olson, matt","raley, brooks",fly_ball,center,-0.62,2.94,82.8,96.8,57.0,0
OAK,HOU,HOU,"straw, myles","hendriks, liam",ground_ball,center,-0.17,2.0,97.1,,,0
TEX,HOU,HOU,"altuve, jose","lyles, jordan",fly_ball,center,-0.6,2.37,93.8,,,1
PHI,TOR,TOR,"panik, joe","medina, adonis",ground_ball,center,-0.11,1.82,88.9,75.1,-31.0,0
TOR,NYM,NYM,"smith, dominic","ryu, hyun jin",line_drive,center,-1.28,1.69,73.7,83.6,22.0,0
SEA,LAA,SEA,"moore, dylan","buttrey, ty",ground_ball,left,0.29,3.66,93.7,,,0
TOR,WSH,WSH,"robles, victor","hatch, thomas",line_drive,center,-0.07,2.91,94.9,93.7,27.0,0
TB,TOR,TB,"wendle, joey","ryu, hyun jin",ground_ball,center,0.48,2.19,91.5,80.1,,0
PHI,NYM,NYM,"gimenez, andres","howard, spencer",ground_ball,right,-0.48,2.42,94.5,,0.0,0
WSH,NYM,NYM,"gimenez, andres","guerra, javy",ground_ball,right,0.51,2.69,92.2,86.9,,0
SEA,COL,SEA,"seager, kyle","marquez, german",popup,left,0.95,3.1,93.4,72.2,,0
LAD,SD,SD,"nola, austin","jansen, kenley",popup,center,-0.64,1.94,90.0,84.4,83.0,0
BAL,TOR,TOR,"gurriel, lourdes","sulser, cole",ground_ball,right,-0.23,2.7,94.8,82.0,-5.0,0
MIL,MIN,MIN,"cruz, nelson","lauer, eric",line_drive,center,-0.43,2.43,82.8,88.0,19.0,0
KC,MIN,KC,"mcbroom, ryan","dobnak, randy",line_drive,center,1.05,1.21,83.4,63.0,21.0,0
STL,MIN,MIN,"rosario, eddie","woodford, jake",line_drive,right,-0.42,1.9,75.4,88.7,19.0,0
WSH,TB,WSH,"suzuki, kurt","slegers, aaron",fly_ball,left,-0.49,1.75,92.4,,,0
LAD,LAA,LAA,"walsh, jared","jansen, kenley",ground_ball,right,-0.65,3.03,91.8,,-44.0,0
DET,CIN,CIN,"farmer, kyle","garcia, bryan",ground_ball,left,0.41,2.27,85.6,62.3,-2.0,0
STL,KC,STL,"miller, brad","harvey, matt",ground_ball,right,0.02,1.78,84.8,95.8,-1.0,0
STL,MIN,STL,"edman, tommy","clippard, tyler",popup,left,-0.39,2.25,78.5,,,0
OAK,LAA,OAK,"olson, matt","canning, griffin",fly_ball,center,-0.31,2.75,89.4,,53.0,0
BOS,ATL,BOS,"chavis, michael","anderson, ian",line_drive,left,-0.43,1.2,89.8,,15.0,0
WSH,ATL,ATL,"d'arnaud, travis","harris, will",ground_ball,center,0.01,1.98,80.6,104.8,-6.0,0
WSH,MIA,MIA,"navarreto, brian","sanchez, anibal",fly_ball,right,0.63,1.7,84.4,,45.0,0
LAD,HOU,HOU,"brantley, michael","graterol, brusdar",line_drive,left,-0.51,1.44,99.3,79.8,,0
ATL,PHI,PHI,"bohm, alec","jackson, luke",ground_ball,left,0.44,1.67,95.1,73.1,-12.0,0
BOS,ATL,ATL,"markakis, nick","brewer, colten",line_drive,left,-0.1,3.04,92.3,91.4,25.0,0
KC,CWS,CWS,"mazara, nomar","singer, brady",ground_ball,left,-0.59,2.18,82.5,,,0
BOS,BAL,BAL,"mullins, cedric","perez, martin",ground_ball,center,0.56,3.4,92.6,26.2,-69.0,0
SEA,TEX,SEA,"marmolejos, jose","gibson, kyle",line_drive,center,0.17,1.93,86.2,73.2,8.0,0
TOR,BAL,TOR,"gurriel, lourdes","akin, keegan",line_drive,left,-0.28,2.93,92.4,,17.0,0
BOS,TOR,BOS,"munoz, yairo","yamaguchi, shun",ground_ball,left,-0.84,2.48,82.2,69.7,-13.0,0
COL,SD,SD,"tatis, fernando","goudeau, ashton",ground_ball,left,0.83,2.24,91.8,71.9,,0
CIN,CHC,CIN,"galvis, freddy","darvish, yu",ground_ball,left,0.08,2.2,88.1,58.7,-48.0,0
OAK,HOU,OAK,"canha, mark","greinke, zack",fly_ball,center,-0.12,2.53,86.4,96.4,32.0,0
LAD,COL,COL,"story, trevor","treinen, blake",line_drive,right,-0.19,2.23,94.3,,8.0,0
LAD,COL,LAD,"taylor, chris","givens, mychal",line_drive,right,0.79,1.6,96.2,80.3,14.0,0
CWS,STL,CWS,"mazara, nomar","hudson, dakota",ground_ball,center,0.45,2.39,94.5,106.8,,0
CLE,MIL,MIL,"gamel, ben","carrasco, carlos",ground_ball,center,-0.06,1.18,88.4,98.1,-7.0,0
TEX,SEA,SEA,"smith, mallex","lyles, jordan",ground_ball,right,0.44,2.08,91.8,95.4,-4.0,0
SEA,TEX,TEX,"gallo, joey","margevicius, nick",ground_ball,left,-0.23,3.89,82.4,36.2,,0
ATL,MIA,ATL,"flowers, tyler","stanek, ryne",ground_ball,left,0.21,2.35,95.4,102.8,,0
COL,LAA,COL,"arenado, nolan","pena, felix",fly_ball,left,-0.07,3.07,84.7,91.8,36.0,0
CHC,MIN,CHC,"kipnis, jason","hill, rich",ground_ball,right,-0.34,1.0,71.9,75.1,,0
MIN,CLE,MIN,"arraez, luis","carrasco, carlos",ground_ball,center,0.57,1.6,87.7,91.1,-3.0,0
MIN,CWS,MIN,"arraez, luis","burdi, zack",ground_ball,left,1.05,2.45,97.3,,,0
MIA,WSH,MIA,"joyce, matt","braymer, ben",ground_ball,center,-0.35,1.99,76.2,95.2,2.0,0
TB,ATL,TB,"martinez, jose","foltynewicz, mike",ground_ball,center,-0.98,2.88,89.9,75.1,-20.0,0
ARI,LAD,ARI,"walker, christian","kershaw, clayton",fly_ball,right,-0.15,3.25,91.2,87.4,54.0,0
SD,LAD,LAD,"seager, corey","hill, tim",ground_ball,center,1.06,2.96,93.4,,,0
ARI,COL,ARI,"ahmed, nick","bard, daniel",ground_ball,left,0.73,2.29,86.1,82.0,-37.0,0
MIA,PHI,PHI,"segura, jean","bleier, richard",line_drive,center,0.98,2.59,82.7,92.1,,0
CIN,MIL,MIL,"vogelbach, dan","miley, wade",fly_ball,left,-0.05,2.51,87.3,100.2,38.0,0
ATL,WSH,ATL,"duvall, adam","sanchez, anibal",line_drive,center,-0.42,1.76,90.9,,22.0,0
NYM,ATL,NYM,"mcneil, jeff","greene, shane",ground_ball,right,-0.56,2.08,88.9,88.0,-8.0,0
SD,HOU,HOU,"toro, abraham","davies, zach",ground_ball,center,-0.4,2.33,77.8,,,0
SEA,LAA,LAA,"pujols, albert","gonzales, marco",ground_ball,center,1.16,2.58,74.3,87.7,-18.0,0
ARI,OAK,OAK,"kemp, tony","gallen, zac",line_drive,center,-0.1,2.11,94.3,94.5,21.0,0
WSH,BAL,WSH,"gomes, yan","lakins, travis",fly_ball,center,0.19,3.28,89.3,97.8,,0
STL,CLE,CLE,"ramirez, jose","gant, john",fly_ball,right,0.39,1.68,94.0,88.7,34.0,0
CLE,NYY,CLE,"naylor, josh","cole, gerrit",fly_ball,center,-0.04,2.76,88.7,107.6,30.0,1
BAL,TB,BAL,"valaika, pat","alvarado, jose",line_drive,center,-0.15,1.97,98.7,99.3,28.0,1
ARI,LAD,LAD,"pederson, joc","gallen, zac",line_drive,left,-0.66,2.56,84.9,,9.0,0
BOS,TOR,TOR,"grichuk, randal","osich, josh",ground_ball,left,0.35,1.68,89.8,,-42.0,0
CWS,MIN,CWS,"anderson, tim","berrios, jose",line_drive,left,-0.44,3.48,95.3,102.8,15.0,0
NYY,TB,TB,"wendle, joey","tanaka, masahiro",ground_ball,center,-0.54,2.25,87.5,102.7,,0
OAK,LAA,OAK,"olson, matt","bundy, dylan",line_drive,center,0.11,2.45,90.6,102.5,20.0,0
HOU,TB,TB,"margot, manuel","greinke, zack",ground_ball,left,0.67,2.15,83.8,63.1,-61.0,0
CLE,DET,DET,"paredes, isaac","carrasco, carlos",ground_ball,left,0.17,2.0,95.1,106.4,-2.0,0
HOU,OAK,OAK,"davis, khris","taylor, blake",fly_ball,center,-0.72,2.27,93.4,,,0
ATL,CIN,CIN,"castellanos, nick","fried, max",ground_ball,center,-1.08,3.49,95.6,65.0,-49.0,0
OAK,LAA,OAK,"piscotty, stephen","heaney, andrew",line_drive,left,0.0,2.35,83.6,,21.0,0
PHI,ATL,PHI,"realmuto, j. t.","dayton, grant",ground_ball,left,-0.16,2.29,76.8,,,0
BAL,TB,BAL,"velazquez, andrew","alvarado, jose",ground_ball,left,-0.3,1.31,87.1,95.6,-17.0,0
STL,DET,DET,"candelario, jeimer","flaherty, jack",fly_ball,right,0.16,1.77,84.9,99.0,35.0,1
MIL,CWS,MIL,"gamel, ben","cishek, steve",ground_ball,right,-0.52,1.94,92.7,85.2,7.0,0
ATL,MIA,ATL,"ozuna, marcell","lopez, pablo",fly_ball,left,-0.91,3.22,94.5,70.0,43.0,0
LAD,SD,LAD,"bellinger, cody","paddack, chris",line_drive,center,-0.43,1.96,96.0,,17.0,0
MIL,CWS,MIL,"pina, manny","foster, matt",fly_ball,center,0.5,2.33,84.1,,33.0,0
CLE,CIN,CIN,"barnhart, tucker","carrasco, carlos",ground_ball,left,-0.35,1.98,92.0,64.0,-25.0,0
HOU,SF,HOU,"springer, george","cahill, trevor",ground_ball,left,-0.01,2.68,91.8,,,0
WSH,BAL,BAL,"ruiz, rio","suero, wander",ground_ball,center,0.51,2.46,90.4,79.8,-9.0,0
BAL,BOS,BOS,"bogaerts, xander","wojciechowski, asher",fly_ball,left,-1.12,2.68,83.9,,37.0,1
SF,LAD,SF,"dubon, mauricio","mcgee, jake",ground_ball,center,0.41,2.65,94.9,44.4,,0
TOR,WSH,TOR,"gurriel, lourdes","scherzer, max",ground_ball,left,-0.2,2.05,87.4,106.0,-2.0,0
TB,BOS,BOS,"bradley, jackie","curtiss, john",fly_ball,left,-0.09,2.13,83.5,94.6,50.0,0
SF,SD,SF,"flores, wilmer","adams, austin",fly_ball,left,-0.15,2.21,86.7,95.6,41.0,0
TB,NYY,TB,"renfroe, hunter","paxton, james",popup,right,1.28,2.89,91.3,71.3,64.0,0
SF,SD,SF,"dubon, mauricio","richards, garrett",ground_ball,left,-0.34,1.58,89.6,93.4,-14.0,0
LAA,SEA,SEA,"haggerty, sam","buttrey, ty",line_drive,left,-0.98,2.08,82.9,94.1,16.0,0
MIA,BOS,BOS,"dalbec, bobby","smith, josh",ground_ball,left,0.13,2.22,86.4,,-27.0,0
SF,SEA,SF,"solano, donovan","lockett, walker",ground_ball,left,0.71,2.02,80.3,54.5,-49.0,0
SEA,TEX,SEA,"moore, dylan","herget, jimmy",ground_ball,center,1.95,1.84,70.0,,-53.0,0
KC,CWS,CWS,"engel, adam","bubic, kris",popup,center,0.29,3.84,89.2,36.5,24.0,0
CLE,NYY,NYY,"gardner, brett","perez, oliver",line_drive,center,-1.18,2.49,76.0,88.5,,0
MIN,CLE,MIN,"rosario, eddie","bieber, shane",ground_ball,left,-0.49,1.77,82.4,,0.0,0
SD,COL,SD,"tatis, fernando","senzatela, antonio",fly_ball,right,0.67,2.34,79.9,89.8,,0
SF,SEA,SEA,"seager, kyle","webb, logan",ground_ball,left,-1.16,2.87,93.6,,1.0,0
MIN,MIL,MIL,"holt, brock","romo, sergio",ground_ball,center,0.22,1.64,75.4,51.0,-69.0,0
LAD,LAA,LAD,"seager, corey","heaney, andrew",fly_ball,left,0.38,3.15,91.4,85.1,28.0,0
ARI,HOU,HOU,"reddick, josh","widener, taylor",line_drive,center,-0.62,2.39,94.4,104.6,8.0,0
TB,NYY,NYY,"stanton, giancarlo","gilmartin, sean",ground_ball,center,0.5,3.15,77.9,105.4,-14.0,0
MIN,CIN,CIN,"galvis, freddy","berrios, jose",ground_ball,center,-0.73,1.54,86.3,91.7,5.0,0
TB,MIA,MIA,"anderson, brian","snell, blake",line_drive,center,0.59,3.33,96.2,,18.0,0
NYY,PHI,PHI,"kingery, scott","cole, gerrit",fly_ball,right,-0.18,2.48,97.0,87.1,,0
LAD,COL,LAD,"betts, mookie","senzatela, antonio",popup,center,-0.02,2.22,87.5,81.9,60.0,0
DET,KC,DET,"bonifacio, jorge","junis, jakob",line_drive,center,0.15,1.83,91.9,,,0
TOR,NYM,NYM,"davis, j. d.","anderson, chase",ground_ball,left,0.09,2.02,85.7,90.6,5.0,0
ARI,SF,SF,"yastrzemski, mike","gallen, zac",ground_ball,right,-0.37,1.35,83.6,70.9,-9.0,0
BOS,TOR,BOS,"verdugo, alex","kay, anthony",line_drive,center,0.11,2.08,74.8,,9.0,0
TB,BOS,TB,"tsutsugo, yoshi","hall, matt",line_drive,left,-0.57,2.68,87.7,99.9,15.0,0
CLE,CWS,CWS,"engel, adam","perez, oliver",line_drive,center,-0.04,2.37,76.3,,,0
LAD,SF,LAD,"taylor, chris","gausman, kevin",ground_ball,left,-0.62,2.15,82.5,64.3,-44.0,0
TB,MIA,MIA,"anderson, brian","snell, blake",ground_ball,right,0.96,2.56,89.7,54.6,,0
TB,BOS,BOS,"arroyo, christian","loup, aaron",fly_ball,right,-0.06,2.09,86.5,90.2,48.0,0
ATL,CIN,ATL,"markakis, nick","bauer, trevor",ground_ball,left,0.18,1.48,77.5,96.4,3.0,0
OAK,HOU,HOU,"tucker, kyle","minor, mike",ground_ball,center,0.21,1.73,85.5,,2.0,0
ATL,MIA,MIA,"brinson, lewis","milone, tommy",fly_ball,center,0.2,2.07,76.8,103.8,31.0,1
SF,OAK,OAK,"olson, matt","rodriguez, dereck",line_drive,left,0.4,2.35,93.7,,13.0,0
MIA,PHI,MIA,"aguilar, jesus","phelps, david",ground_ball,left,0.18,1.73,79.9,100.9,-2.0,0
TB,BOS,BOS,"bogaerts, xander","fleming, josh",ground_ball,right,1.21,1.77,92.0,,-53.0,0
ARI,OAK,ARI,"ahmed, nick","mengden, daniel",ground_ball,center,0.66,2.4,82.2,100.5,-6.0,0
COL,SD,SD,"hosmer, eric","senzatela, antonio",ground_ball,left,0.67,1.66,94.7,82.7,,0
TB,TOR,TOR,"grichuk, randal","fleming, josh",line_drive,center,0.19,1.71,90.6,,7.0,0
STL,KC,STL,"wong, kolten","newberry, jake",line_drive,center,-0.12,2.16,82.2,97.2,23.0,0
PIT,CWS,PIT,"bell, josh","gonzalez, gio",line_drive,center,0.19,2.8,91.7,104.5,18.0,0
ATL,TOR,TOR,"panik, joe","toussaint, touki",fly_ball,left,-0.01,3.09,94.5,74.4,35.0,0
PIT,CLE,CLE,"perez, roberto","kela, keone",fly_ball,left,-0.55,2.18,96.8,91.1,48.0,0
LAA,SEA,SEA,"smith, mallex","bundy, dylan",fly_ball,left,0.28,3.21,89.3,80.1,40.0,0
LAA,SEA,SEA,"crawford, j. p.","buchter, ryan",line_drive,center,-0.31,2.9,89.8,,11.0,0
SD,LAD,SD,"pham, tommy","floro, dylan",ground_ball,center,-0.19,1.74,94.3,92.1,-21.0,0
WSH,ATL,WSH,"soto, juan","tomlin, josh",line_drive,right,0.76,1.81,75.7,,19.0,0
CWS,KC,KC,"gallagher, cam","dunning, dane",ground_ball,left,-0.14,2.51,92.8,86.4,-7.0,0
OAK,LAA,OAK,"canha, mark","bedrosian, cam",ground_ball,right,-0.1,2.92,92.2,93.2,1.0,0
STL,PIT,STL,"molina, yadier","stratton, chris",ground_ball,left,0.94,1.99,87.3,63.1,-53.0,0
TB,BOS,BOS,"benintendi, andrew","morton, charlie",fly_ball,center,0.33,1.47,94.4,100.8,,0
TB,TOR,TOR,"biggio, cavan","morton, charlie",fly_ball,right,-0.25,3.0,91.6,,26.0,1
LAA,ARI,LAA,"stassi, max","bumgarner, madison",line_drive,left,-0.34,1.95,90.1,104.2,13.0,0
TEX,LAD,TEX,"taveras, leody","may, dustin",ground_ball,center,-0.32,2.2,99.3,80.6,,0
PIT,CHC,PIT,"osuna, jose","lester, jon",line_drive,center,0.21,2.96,86.6,80.5,,0
DET,MIN,MIN,"arraez, luis","skubal, tarik",fly_ball,center,0.83,2.92,94.2,,38.0,0
NYY,BOS,BOS,"peraza, jose","avilan, luis",ground_ball,left,-0.18,1.24,83.3,,,0
MIL,CIN,CIN,"castellanos, nick","anderson, brett",ground_ball,center,-0.73,2.83,88.4,95.5,-2.0,0
CWS,CHC,CHC,"baez, javier","dunning, dane",ground_ball,center,0.84,2.42,82.4,72.9,,0
CLE,CWS,CLE,"zimmer, bradley","giolito, lucas",ground_ball,right,-0.04,2.11,80.0,40.5,-10.0,0
SF,SEA,SEA,"france, ty","webb, logan",line_drive,center,0.21,2.17,83.5,105.6,15.0,0
MIA,BOS,BOS,"dalbec, bobby","alcantara, sandy",fly_ball,left,-0.65,2.62,94.8,87.8,40.0,0
ATL,NYM,NYM,"conforto, michael","soroka, mike",line_drive,left,0.21,2.12,89.8,78.9,17.0,0
HOU,TEX,HOU,"altuve, jose","gibson, kyle",ground_ball,center,0.9,1.7,84.9,87.5,-8.0,0
ARI,HOU,HOU,"bregman, alex","ray, robbie",popup,center,0.29,2.44,94.2,,,0
OAK,LAA,LAA,"simmons, andrelton","bassitt, chris",ground_ball,center,0.85,1.42,88.2,,-41.0,0
MIL,STL,MIL,"peterson, jace","ponce de leon, daniel",line_drive,center,-0.71,2.91,78.2,90.3,24.0,0
HOU,LAA,HOU,"reddick, josh","robles, hansel",ground_ball,center,-0.25,1.57,87.1,71.9,-12.0,0
TEX,OAK,OAK,"canha, mark","benjamin, wes",ground_ball,left,0.85,2.36,77.2,76.5,-35.0,0
MIN,CIN,CIN,"winker, jesse","clippard, tyler",fly_ball,right,-1.02,2.44,78.8,99.7,28.0,0
TEX,LAA,TEX,"gallo, joey","sandoval, patrick",line_drive,center,0.24,1.68,91.9,99.5,28.0,1
PIT,MIL,PIT,"stallings, jacob","yardley, eric",line_drive,center,-0.56,2.95,86.2,102.8,26.0,1
STL,MIL,STL,"goldschmidt, paul","hader, josh",popup,right,0.03,2.35,96.6,,73.0,0
WSH,MIA,WSH,"garcia, luis","lopez, pablo",ground_ball,right,0.41,2.48,94.5,,,0
TB,WSH,WSH,"turner, trea","sherriff, ryan",ground_ball,center,-0.16,1.66,91.9,97.3,-1.0,0
ARI,HOU,HOU,"correa, carlos","widener, taylor",ground_ball,right,1.2,1.73,95.0,86.2,,0
MIL,PIT,PIT,"polanco, gregory","feyereisen, j. p.",ground_ball,center,-0.45,2.23,87.1,51.1,,0
TB,WSH,WSH,"soto, juan","yarbrough, ryan",line_drive,center,0.57,2.05,86.8,,23.0,0
TB,NYY,NYY,"torres, gleyber","gilmartin, sean",ground_ball,center,0.2,1.66,77.5,,-11.0,0
ATL,TB,TB,"choi, ji-man","jackson, luke",ground_ball,right,-0.44,1.97,86.7,103.9,6.0,0
MIN,STL,MIN,"cruz, nelson","whitley, kodi",ground_ball,left,0.77,1.98,83.4,71.0,-34.0,0
COL,SF,SF,"longoria, evan","santos, antonio",ground_ball,center,0.22,1.51,84.2,,3.0,0
COL,SF,COL,"story, trevor","baragar, caleb",popup,left,-0.46,3.29,93.9,89.2,79.0,0
CWS,PIT,CWS,"robert, luis","brault, steven",fly_ball,center,-0.88,2.98,92.8,,,0
TB,ATL,ATL,"albies, ozzie","beeks, jalen",ground_ball,left,0.3,2.6,86.8,72.3,-11.0,0
SD,LAD,SD,"cronenworth, jake","floro, dylan",line_drive,left,-1.07,1.84,86.0,65.6,15.0,0
CWS,MIN,MIN,"avila, alex","giolito, lucas",ground_ball,center,0.68,3.55,94.1,43.6,-19.0,0
TEX,SEA,TEX,"chirinos, robinson","dunn, justin",ground_ball,center,0.36,1.3,79.5,,-25.0,0
SF,SEA,SF,"belt, brandon","newsome, ljay",fly_ball,right,0.75,2.25,92.9,69.9,31.0,0
COL,ARI,ARI,"peralta, david","kinley, tyler",line_drive,right,0.18,2.73,96.1,105.8,,0
COL,SD,SD,"machado, manny","senzatela, antonio",ground_ball,left,0.0,2.21,96.0,,0.0,0
SF,LAD,LAD,"betts, mookie","anderson, shaun",ground_ball,left,-0.42,2.8,95.3,101.7,5.0,0
HOU,SEA,HOU,"reddick, josh","misiewicz, anthony",ground_ball,left,-0.78,2.57,93.1,85.8,-8.0,0
OAK,COL,COL,"tapia, raimel","weems, jordan",fly_ball,center,0.66,1.55,85.1,85.6,44.0,0
WSH,NYY,NYY,"urshela, gio","hudson, daniel",fly_ball,left,0.48,3.24,95.3,96.2,40.0,0
PIT,CIN,PIT,"tucker, cole","antone, tejay",ground_ball,center,-0.74,2.68,96.3,94.2,,0
PHI,NYM,PHI,"bohm, alec","wacha, michael",ground_ball,left,-1.17,2.6,93.7,70.4,1.0,0
KC,MIN,MIN,"polanco, jorge","junis, jakob",ground_ball,center,0.08,3.24,90.4,,,0
NYM,PHI,PHI,"realmuto, j. t.","porcello, rick",fly_ball,right,0.33,2.81,86.3,94.4,47.0,0
DET,CLE,CLE,"hernandez, cesar","garcia, rony",ground_ball,left,-0.12,2.73,92.7,,-1.0,0
DET,MIL,MIL,"urias, luis","farmer, buck",popup,left,-0.53,3.63,92.7,89.1,75.0,0
OAK,SF,SF,"slater, austin","minor, mike",fly_ball,right,0.04,1.79,89.8,,36.0,0
SD,LAD,SD,"almonte, abraham","may, dustin",fly_ball,left,-0.68,2.06,99.1,,31.0,0
OAK,SD,OAK,"machin, vimael","davies, zach",line_drive,left,0.25,1.88,88.9,99.6,,0
HOU,LAD,LAD,"hernandez, enrique","rodriguez, nivaldo",ground_ball,center,0.67,1.42,83.5,82.0,2.0,0
TB,HOU,TB,"brosseau, mike","valdez, framber",ground_ball,left,-0.29,2.32,79.1,89.8,-8.0,0
OAK,HOU,HOU,"bregman, alex","montas, frankie",line_drive,center,0.05,2.23,92.9,95.3,,0
SD,STL,SD,"profar, jurickson","cabrera, genesis",ground_ball,left,0.86,1.74,79.5,,-44.0,0
TB,NYY,TB,"margot, manuel","garcia, deivi",ground_ball,center,1.14,1.81,92.4,78.8,-35.0,0
OAK,TEX,OAK,"olson, matt","lynn, lance",fly_ball,center,0.37,2.4,91.2,95.1,58.0,0
STL,KC,STL,"goldschmidt, paul","junis, jakob",fly_ball,left,-0.42,2.58,78.1,103.3,43.0,0
PIT,CHC,CHC,"happ, ian","williams, trevor",ground_ball,center,-0.1,3.14,92.5,101.7,-8.0,0
BAL,NYY,NYY,"voit, luke","lakins, travis",line_drive,center,-0.15,2.45,89.9,92.6,26.0,0
TOR,BAL,BAL,"alberto, hanser","cole, a. j.",ground_ball,center,-0.41,3.45,84.5,21.3,,0
BAL,TB,TB,"kiermaier, kevin","lopez, jorge",ground_ball,center,-0.12,2.67,82.1,92.7,,0
TOR,MIA,MIA,"cervelli, francisco","ryu, hyun jin",popup,center,0.58,2.37,81.1,69.3,58.0,0
TB,BOS,BOS,"martinez, j. d.","morton, charlie",line_drive,center,0.15,2.03,92.5,106.4,21.0,0
COL,SD,SD,"cronenworth, jake","marquez, german",ground_ball,center,-0.06,1.8,94.4,106.0,,0
CWS,PIT,PIT,"reynolds, bryan","giolito, lucas",fly_ball,center,0.23,2.42,96.7,93.3,,0
DET,CHC,DET,"paredes, isaac","quintana, jose",line_drive,left,0.03,2.61,91.4,102.6,12.0,0
OAK,LAA,LAA,"la stella, tommy","luzardo, jesus",line_drive,center,0.53,2.33,95.7,98.9,26.0,0
COL,TEX,COL,"arenado, nolan","lynn, lance",ground_ball,left,0.45,2.21,90.2,63.6,,0
MIL,CWS,MIL,"healy, ryon","rodon, carlos",popup,right,-0.39,2.37,89.0,,78.0,0
PIT,CLE,PIT,"reynolds, bryan","civale, aaron",fly_ball,center,0.5,2.5,92.5,79.8,,0
MIN,DET,MIN,"polanco, jorge","boyd, matt",fly_ball,center,0.07,3.18,77.7,95.8,36.0,1
HOU,COL,COL,"arenado, nolan","taylor, blake",fly_ball,center,-0.07,1.5,87.8,97.2,,0
NYY,BAL,BAL,"mullins, cedric","tanaka, masahiro",line_drive,left,-0.97,2.12,87.6,,24.0,0
KC,CWS,CWS,"mendick, danny","adams, chance",fly_ball,right,-0.31,2.1,91.6,84.3,40.0,0
WSH,NYM,NYM,"smith, dominic","scherzer, max",popup,left,0.15,3.26,94.1,99.0,76.0,0
KC,CWS,CWS,"robert, luis","bolanos, ronald",ground_ball,left,-0.52,2.68,95.1,100.7,,0
HOU,TEX,TEX,"solak, nick","javier, cristian",fly_ball,center,0.93,1.62,79.0,87.1,,0
KC,CLE,CLE,"lindor, francisco","junis, jakob",fly_ball,left,0.33,1.99,94.8,78.7,,0
ARI,COL,ARI,"marte, ketel","goudeau, ashton",popup,center,0.2,2.15,77.7,74.7,50.0,0
SF,TEX,TEX,"frazier, todd","webb, logan",ground_ball,center,-0.9,2.68,92.9,,,0
TOR,NYY,TOR,"jansen, danny","tanaka, masahiro",line_drive,left,0.49,2.48,82.4,99.7,,0
OAK,COL,OAK,"davis, khris","senzatela, antonio",popup,center,-0.14,2.83,77.5,81.9,55.0,0
DET,MIN,DET,"reyes, victor","wisler, matt",fly_ball,center,0.67,1.19,78.7,89.2,,0
LAA,ARI,ARI,"kelly, carson","teheran, julio",line_drive,left,-0.27,1.78,89.0,102.4,,1
TB,TOR,TB,"choi, ji-man","thornton, trent",line_drive,right,-0.35,2.0,79.6,103.1,21.0,0
PIT,CHC,PIT,"stallings, jacob","chafin, andrew",fly_ball,left,-0.49,3.39,94.9,,29.0,1
LAD,SF,SF,"heineman, tyler","baez, pedro",ground_ball,center,-0.28,2.98,85.4,71.7,13.0,0
NYM,BAL,BAL,"alberto, hanser","wacha, michael",ground_ball,left,-0.93,2.74,94.0,59.6,14.0,0
CWS,MIN,CWS,"grandal, yasmani","odorizzi, jake",line_drive,center,-0.56,1.39,83.5,98.4,28.0,0
MIN,CIN,MIN,"kepler, max","lorenzen, michael",popup,left,-0.32,2.93,80.5,78.5,71.0,0
KC,DET,KC,"lopez, nicky","jimenez, joe",line_drive,center,-0.14,3.4,96.1,98.2,,0
SEA,SF,SF,"crawford, brandon","gerber, joey",line_drive,center,-0.53,3.4,93.3,,,0
SF,OAK,OAK,"davis, khris","rodriguez, dereck",popup,right,-0.07,3.06,77.1,85.1,,0
MIL,CIN,MIL,"gamel, ben","gray, sonny",line_drive,right,-0.37,2.65,80.4,98.1,10.0,0
STL,CIN,CIN,"akiyama, shogo","wainwright, adam",line_drive,left,0.51,2.27,71.4,98.2,12.0,0
MIN,CWS,MIN,"rosario, eddie","lopez, reynaldo",ground_ball,center,-0.67,2.59,82.1,96.8,-2.0,0
LAA,ARI,LAA,"ward, taylor","smith, riley",line_drive,left,0.24,2.47,81.3,,19.0,0
CIN,PIT,PIT,"alford, anthony","bauer, trevor",line_drive,center,0.45,2.18,88.8,,12.0,0
ARI,LAD,LAD,"muncy, max","ray, robbie",ground_ball,right,-0.27,2.71,87.5,84.7,-3.0,0
NYM,MIA,MIA,"sanchez, jesus","oswalt, corey",ground_ball,center,0.55,2.33,89.4,,-19.0,0
HOU,SF,SF,"dickerson, alex","bielak, brandon",ground_ball,left,-1.06,2.01,79.6,100.1,,0
CLE,CIN,CLE,"luplow, jordan","sims, lucas",popup,left,0.25,3.74,93.5,,64.0,0
OAK,CWS,CWS,"engel, adam","bassitt, chris",line_drive,center,-0.62,2.42,93.5,75.7,,0
TOR,BOS,BOS,"verdugo, alex","stripling, ross",fly_ball,center,-1.24,3.09,84.4,83.5,36.0,0
ARI,LAD,LAD,"lux, gavin","crichton, stefan",ground_ball,right,-0.23,1.23,76.7,95.2,-7.0,0
ATL,NYM,ATL,"duvall, adam","peterson, david",line_drive,center,0.49,2.19,93.6,106.4,,0
BOS,TOR,TOR,"guerrero, vladimir","valdez, phillips",ground_ball,center,0.13,2.62,94.0,101.4,,0
LAD,ATL,ATL,"swanson, dansby","urias, julio",ground_ball,left,0.68,3.18,93.8,69.3,,0
